Plot,Lifeform,GenusSpecies,relative_cover,Realfire,MeanPctCover,species,site,fire_frequency
7,Woody,Rubus sp.,0.3886001861011338,0.32,9.5,Rubus sp.,107,0.333
7,Woody,Vaccinium angustifolium,0.04090528274748777,0.32,1,Vaccinium angustifolium,107,0.333
8,Grass,Elymus canadensis,0.15237984482987268,0.34,3.5,Elymus canadensis,108,0.333
8,Grass,Panicum oligosanthes,0.04353709852282077,0.34,1,Panicum oligosanthes,108,0.333
8,Grass,Panicum praecocious,0.04353709852282077,0.34,1,Panicum praecocious,108,0.333
8,Grass,Poa pratensis,0.04353709852282077,0.34,1,Poa pratensis,108,0.333
8,Grass,Andropogon gerardii,0.46439571772187854,0.34,10.66666667,Andropogon gerardii,108,0.333
8,Grass,Setaria glauca,0.04353709852282077,0.34,1,Setaria glauca,108,0.333
8,Grass,Sorghastrum nutans,0.10884274630705192,0.34,2.5,Sorghastrum nutans,108,0.333
8,Legume,Amorpha canescens,0.2539664080352754,0.34,5.833333333,Amorpha canescens,108,0.333
8,Legume,Amphicarpa bracteata,1.1518401935655296,0.34,26.45652174,Amphicarpa bracteata,108,0.333
8,Non-legume forb,Ambrosia coronopifolia,0.04353709852282077,0.34,1,Ambrosia coronopifolia,108,0.333
8,Non-legume forb,Arenaria lateriflora,0.04353709852282077,0.34,1,Arenaria lateriflora,108,0.333
8,Non-legume forb,Artemisia ludoviciana,0.10884274630705192,0.34,2.5,Artemisia ludoviciana,108,0.333
8,Non-legume forb,Asclepias ovalifolia,0.04353709852282077,0.34,1,Asclepias ovalifolia,108,0.333
8,Non-legume forb,Asclepias syriaca,0.15237984482987268,0.34,3.5,Asclepias syriaca,108,0.333
8,Non-legume forb,Aster azureus,0.10573295357408062,0.34,2.428571429,Aster azureus,108,0.333
8,Non-legume forb,Comandra umbellata,0.09795847167634673,0.34,2.25,Comandra umbellata,108,0.333
8,Non-legume forb,Coreopsis palmata,0.18036797960076276,0.34,4.142857143,Coreopsis palmata,108,0.333
8,Non-legume forb,Fragaria virginiana,0.07981801394399236,0.34,1.833333333,Fragaria virginiana,108,0.333
8,Non-legume forb,Galium boreale,0.04353709852282077,0.34,1,Galium boreale,108,0.333
8,Non-legume forb,Helianthemum bicknellii,0.04353709852282077,0.34,1,Helianthemum bicknellii,108,0.333
8,Non-legume forb,Helianthus laetiflorus,0.07074778509958375,0.34,1.625,Helianthus laetiflorus,108,0.333
8,Non-legume forb,Lithospermum caroliniense,0.09795847167634673,0.34,2.25,Lithospermum caroliniense,108,0.333
8,Non-legume forb,Maianthemum canadense,0.04353709852282077,0.34,1,Maianthemum canadense,108,0.333
8,Non-legume forb,Polygonatum biflorum,0.04353709852282077,0.34,1,Polygonatum biflorum,108,0.333
8,Non-legume forb,Ranunculus rhomboideus,0.04353709852282077,0.34,1,Ranunculus rhomboideus,108,0.333
8,Non-legume forb,Scutellaria parvula,0.09795847167634673,0.34,2.25,Scutellaria parvula,108,0.333
8,Non-legume forb,Smilacina stellata,0.04353709852282077,0.34,1,Smilacina stellata,108,0.333
8,Non-legume forb,Smilax herbacea,0.15237984482987268,0.34,3.5,Smilax herbacea,108,0.333
8,Non-legume forb,Solidago gigantea,0.4136024359667973,0.34,9.5,Solidago gigantea,108,0.333
8,Non-legume forb,Solidago graminifolia,0.15237984482987268,0.34,3.5,Solidago graminifolia,108,0.333
8,Non-legume forb,Solidago nemoralis,0.04353709852282077,0.34,1,Solidago nemoralis,108,0.333
8,Non-legume forb,Solidago rigida,0.07981801394399236,0.34,1.833333333,Solidago rigida,108,0.333
8,Non-legume forb,Solidago speciosa,0.15237984482987268,0.34,3.5,Solidago speciosa,108,0.333
8,Non-legume forb,Viola pedatifida,0.04353709852282077,0.34,1,Viola pedatifida,108,0.333
8,Sedge,Carex pensylvanica,0.2279969106738411,0.34,5.236842105,Carex pensylvanica,108,0.333
8,Sedge,Carex sp.,0.08311627899415445,0.34,1.909090909,Carex sp.,108,0.333
8,Woody,Celastrus scandens,0.09795847167634673,0.34,2.25,Celastrus scandens,108,0.333
8,Woody,Corylus americana,2.127271008330563,0.34,48.86111111,Corylus americana,108,0.333
8,Woody,Parthenocissus sp.,0.26993001084148877,0.34,6.2,Parthenocissus sp.,108,0.333
8,Woody,Populus grandidentata,0.11609892940870106,0.34,2.666666667,Populus grandidentata,108,0.333
8,Woody,Prunus virginiana,0.5006766330124388,0.34,11.5,Prunus virginiana,108,0.333
8,Woody,Quercus ellipsoidalis,0.8623694516101893,0.34,19.80769231,Quercus ellipsoidalis,108,0.333
8,Woody,Quercus macrocarpa,0.3724840651590386,0.34,8.555555556,Quercus macrocarpa,108,0.333
8,Woody,Rhus glabra,0.9420944375283017,0.34,21.63888889,Rhus glabra,108,0.333
8,Woody,Rhus radicans,0.5159146174954261,0.34,11.85,Rhus radicans,108,0.333
8,Woody,Rosa arkansana,0.4136024359667973,0.34,9.5,Rosa arkansana,108,0.333
8,Woody,Rubus sp.,0.4136024359667973,0.34,9.5,Rubus sp.,108,0.333
8,Woody,Salix sp.,0.6748250271037218,0.34,15.5,Salix sp.,108,0.333
8,Woody,Vaccinium angustifolium,0.15237984482987268,0.34,3.5,Vaccinium angustifolium,108,0.333
9,Grass,Agropyron repens,0.05933974079336923,0,1,Agropyron repens,209,0
9,Grass,Agrostis scabra,0.05933974079336923,0,1,Agrostis scabra,209,0
9,Grass,Danthonia spicata,0.05933974079336923,0,1,Danthonia spicata,209,0
9,Grass,Panicum oligosanthes,0.05933974079336923,0,1,Panicum oligosanthes,209,0
9,Grass,Poa pratensis,0.39418542099300125,0,6.642857143,Poa pratensis,209,0
9,Grass,Setaria glauca,0.05933974079336923,0,1,Setaria glauca,209,0
9,Grass,Sorghastrum nutans,0.9197659822972231,0,15.5,Sorghastrum nutans,209,0
9,Legume,Amorpha canescens,0.2076890927767923,0,3.5,Amorpha canescens,209,0
9,Legume,Amphicarpa bracteata,0.3209740524678299,0,5.409090909,Amphicarpa bracteata,209,0
9,Non-legume forb,Arenaria lateriflora,0.08900961119005384,0,1.5,Arenaria lateriflora,209,0
9,Non-legume forb,Asclepias ovalifolia,0.05933974079336923,0,1,Asclepias ovalifolia,209,0
9,Non-legume forb,Conyza canadensis,0.05933974079336923,0,1,Conyza canadensis,209,0
9,Non-legume forb,Fragaria virginiana,0.2076890927767923,0,3.5,Fragaria virginiana,209,0
9,Non-legume forb,Galium boreale,0.05933974079336923,0,1,Galium boreale,209,0
9,Non-legume forb,Galium triflorum,0.05933974079336923,0,1,Galium triflorum,209,0
9,Non-legume forb,Hackelia americana,0.05933974079336923,0,1,Hackelia americana,209,0
9,Non-legume forb,Lithospermum caroliniense,0.05933974079336923,0,1,Lithospermum caroliniense,209,0
9,Non-legume forb,Lychnis alba,0.05933974079336923,0,1,Lychnis alba,209,0
9,Non-legume forb,Lycopodium complanatum,0.9197659822972231,0,15.5,Lycopodium complanatum,209,0
9,Non-legume forb,Maianthemum canadense,0.2076890927767923,0,3.5,Maianthemum canadense,209,0
9,Non-legume forb,Polygonatum biflorum,0.05933974079336923,0,1,Polygonatum biflorum,209,0
9,Non-legume forb,Ranunculus rhomboideus,0.05933974079336923,0,1,Ranunculus rhomboideus,209,0
9,Non-legume forb,Rumex acetosella,0.05933974079336923,0,1,Rumex acetosella,209,0
9,Non-legume forb,Scutellaria parvula,0.05933974079336923,0,1,Scutellaria parvula,209,0
9,Non-legume forb,Solidago canadensis,0.2076890927767923,0,3.5,Solidago canadensis,209,0
9,Non-legume forb,Taraxacum sp.,0.05933974079336923,0,1,Taraxacum sp.,209,0
9,Non-legume forb,Viola pedatifida,0.05933974079336923,0,1,Viola pedatifida,209,0
9,Sedge,Carex pensylvanica,0.5418655277491675,0,9.131578947,Carex pensylvanica,209,0
9,Sedge,Carex sp.,0.09642707878922499,0,1.625,Carex sp.,209,0
9,Woody,Acer rubrum,0.10878952476806367,0,1.833333333,Acer rubrum,209,0
9,Woody,Amelanchier sp.,0.13351441678508075,0,2.25,Amelanchier sp.,209,0
9,Woody,Celastrus scandens,0.05933974079336923,0,1,Celastrus scandens,209,0
9,Woody,Corylus americana,2.853702079918084,0,48.09090909,Corylus americana,209,0
9,Woody,Juniperus communis,2.2549101501480306,0,38,Juniperus communis,209,0
9,Woody,Parthenocissus sp.,0.26972609448834206,0,4.545454545,Parthenocissus sp.,209,0
9,Woody,Prunus pensylvanica,0.13351441678508075,0,2.25,Prunus pensylvanica,209,0
9,Woody,Prunus serotina,0.13351441678508075,0,2.25,Prunus serotina,209,0
9,Woody,Prunus virginiana,0.13351441678508075,0,2.25,Prunus virginiana,209,0
9,Woody,Quercus ellipsoidalis,0.3475613389241141,0,5.857142857,Quercus ellipsoidalis,209,0
9,Woody,Quercus macrocarpa,0.46284997818827994,0,7.8,Quercus macrocarpa,209,0
9,Woody,Rhus glabra,0.2076890927767923,0,3.5,Rhus glabra,209,0
9,Woody,Rhus radicans,0.15823930880209783,0,2.666666667,Rhus radicans,209,0
9,Woody,Rubus sp.,0.4916721380191564,0,8.285714286,Rubus sp.,209,0
9,Woody,Vaccinium angustifolium,0.5637275375370077,0,9.5,Vaccinium angustifolium,209,0
9,Woody,Vitis riparia,0.05933974079336923,0,1,Vitis riparia,209,0
10,Grass,Danthonia spicata,0.06148520474523814,0,1,Danthonia spicata,110,0
10,Grass,Panicum oligosanthes,0.06148520474523814,0,1,Panicum oligosanthes,110,0
10,Grass,Poa pratensis,0.06148520474523814,0,1,Poa pratensis,110,0
10,Grass,Setaria glauca,0.9530206735511911,0,15.5,Setaria glauca,110,0
10,Grass,Sorghastrum nutans,0.06148520474523814,0,1,Sorghastrum nutans,110,0
10,Legume,Amphicarpa bracteata,1.2373897454979175,0,20.125,Amphicarpa bracteata,110,0
10,Non-legume forb,Ambrosia coronopifolia,0.06148520474523814,0,1,Ambrosia coronopifolia,110,0
10,Non-legume forb,Apocynum cannabinum,0.2151982166083335,0,3.5,Apocynum cannabinum,110,0
10,Non-legume forb,Arenaria lateriflora,0.08069933122812506,0,1.3125,Arenaria lateriflora,110,0
10,Non-legume forb,Asclepias syriaca,0.2151982166083335,0,3.5,Asclepias syriaca,110,0
10,Non-legume forb,Chenopodium sp.,0.06148520474523814,0,1,Chenopodium sp.,110,0
10,Non-legume forb,Galium boreale,0.2151982166083335,0,3.5,Galium boreale,110,0
10,Non-legume forb,Lithospermum caroliniense,0.9530206735511911,0,15.5,Lithospermum caroliniense,110,0
10,Non-legume forb,Polygonatum biflorum,0.11272287534577483,0,1.833333333,Polygonatum biflorum,110,0
10,Non-legume forb,Pyrola sp.,0.06148520474523814,0,1,Pyrola sp.,110,0
10,Non-legume forb,Trientalis borealis,0.28821189724330376,0,4.6875,Trientalis borealis,110,0
10,Sedge,Carex pensylvanica,0.7647222340188993,0,12.4375,Carex pensylvanica,110,0
10,Sedge,Carex sp.,0.2151982166083335,0,3.5,Carex sp.,110,0
10,Woody,Acer rubrum,0.06148520474523814,0,1,Acer rubrum,110,0
10,Woody,Amelanchier sp.,0.10540320811712675,0,1.714285714,Amelanchier sp.,110,0
10,Woody,Cornus racemosa,0.1383417106767858,0,2.25,Cornus racemosa,110,0
10,Woody,Corylus americana,1.2279961724140944,0,19.97222222,Corylus americana,110,0
10,Woody,Ilex verticillata,0.06148520474523814,0,1,Ilex verticillata,110,0
10,Woody,Parthenocissus sp.,0.19598409012544657,0,3.1875,Parthenocissus sp.,110,0
10,Woody,Prunus serotina,0.09564365185325274,0,1.555555556,Prunus serotina,110,0
10,Woody,Prunus virginiana,0.10540320811712675,0,1.714285714,Prunus virginiana,110,0
10,Woody,Quercus ellipsoidalis,0.4899602253136163,0,7.96875,Quercus ellipsoidalis,110,0
10,Woody,Quercus macrocarpa,0.1383417106767858,0,2.25,Quercus macrocarpa,110,0
10,Woody,Rhamnus frangula,0.2151982166083335,0,3.5,Rhamnus frangula,110,0
10,Woody,Rhus radicans,0.08344420643118243,0,1.357142857,Rhus radicans,110,0
10,Woody,Rosa arkansana,0.2151982166083335,0,3.5,Rosa arkansana,110,0
10,Woody,Rubus flagellaris,0.2151982166083335,0,3.5,Rubus flagellaris,110,0
10,Woody,Rubus sp.,0.3996538308440479,0,6.5,Rubus sp.,110,0
10,Woody,Vaccinium angustifolium,0.9530206735511911,0,15.5,Vaccinium angustifolium,110,0
10,Woody,Vitis riparia,0.35866369432672734,0,5.833333333,Vitis riparia,110,0
11,Grass,Panicum oligosanthes,0.04329485323467768,0.11,1,Panicum oligosanthes,111,0.1
11,Grass,Panicum praecocious,0.07937389758247745,0.11,1.833333333,Panicum praecocious,111,0.1
11,Grass,Poa pratensis,0.35872878395684216,0.11,8.285714286,Poa pratensis,111,0.1
11,Grass,Stipa spartea,0.04329485323467768,0.11,1,Stipa spartea,111,0.1
11,Grass,Andropogon gerardii,0.15153198632137188,0.11,3.5,Andropogon gerardii,111,0.1
11,Grass,Calamovilfa longifolia,0.09741341977802478,0.11,2.25,Calamovilfa longifolia,111,0.1
11,Grass,Eragrostis spectabilis,0.04329485323467768,0.11,1,Eragrostis spectabilis,111,0.1
11,Grass,Schizachyrium scoparium,0.15153198632137188,0.11,3.5,Schizachyrium scoparium,111,0.1
11,Grass,Sorghastrum nutans,0.411301105729438,0.11,9.5,Sorghastrum nutans,111,0.1
11,Legume,Amphicarpa bracteata,0.6321048572262942,0.11,14.6,Amphicarpa bracteata,111,0.1
11,Legume,Lathyrus venosus,0.1082371330866942,0.11,2.5,Lathyrus venosus,111,0.1
11,Non-legume forb,Ambrosia coronopifolia,0.2543572627537314,0.11,5.875,Ambrosia coronopifolia,111,0.1
11,Non-legume forb,Aquilegia canadensis,0.15153198632137188,0.11,3.5,Aquilegia canadensis,111,0.1
11,Non-legume forb,Arenaria lateriflora,0.08658970646935536,0.11,2,Arenaria lateriflora,111,0.1
11,Non-legume forb,Asclepias syriaca,0.15153198632137188,0.11,3.5,Asclepias syriaca,111,0.1
11,Non-legume forb,Asclepias tuberosa,0.04329485323467768,0.11,1,Asclepias tuberosa,111,0.1
11,Non-legume forb,Campanula aparinoides,0.04329485323467768,0.11,1,Campanula aparinoides,111,0.1
11,Non-legume forb,Comandra umbellata,0.09741341977802478,0.11,2.25,Comandra umbellata,111,0.1
11,Non-legume forb,Conyza canadensis,0.04329485323467768,0.11,1,Conyza canadensis,111,0.1
11,Non-legume forb,Fragaria virginiana,0.15153198632137188,0.11,3.5,Fragaria virginiana,111,0.1
11,Non-legume forb,Galium boreale,0.07937389758247745,0.11,1.833333333,Galium boreale,111,0.1
11,Non-legume forb,Helianthemum bicknellii,0.07937389758247745,0.11,1.833333333,Helianthemum bicknellii,111,0.1
11,Non-legume forb,Maianthemum canadense,0.15153198632137188,0.11,3.5,Maianthemum canadense,111,0.1
11,Non-legume forb,Polygonatum biflorum,0.15153198632137188,0.11,3.5,Polygonatum biflorum,111,0.1
11,Non-legume forb,Ranunculus rhomboideus,0.04329485323467768,0.11,1,Ranunculus rhomboideus,111,0.1
11,Non-legume forb,Rumex acetosella,0.04329485323467768,0.11,1,Rumex acetosella,111,0.1
11,Non-legume forb,Smilacina stellata,0.09741341977802478,0.11,2.25,Smilacina stellata,111,0.1
11,Non-legume forb,Solidago graminifolia,0.15153198632137188,0.11,3.5,Solidago graminifolia,111,0.1
11,Non-legume forb,Taraxacum sp.,0.04329485323467768,0.11,1,Taraxacum sp.,111,0.1
11,Non-legume forb,Trientalis borealis,0.15153198632137188,0.11,3.5,Trientalis borealis,111,0.1
11,Non-legume forb,Viola pedatifida,0.04329485323467768,0.11,1,Viola pedatifida,111,0.1
11,Sedge,Carex pensylvanica,0.49273666296295565,0.11,11.38095238,Carex pensylvanica,111,0.1
11,Sedge,Carex sp.,0.28863235491228284,0.11,6.666666667,Carex sp.,111,0.1
11,Woody,Betula papyrifera,0.11545294197357209,0.11,2.666666667,Betula papyrifera,111,0.1
11,Woody,Corylus americana,1.3598519811830987,0.11,31.40909091,Corylus americana,111,0.1
11,Woody,Parthenocissus sp.,0.15153198632137188,0.11,3.5,Parthenocissus sp.,111,0.1
11,Woody,Prunus serotina,0.24082762111789457,0.11,5.5625,Prunus serotina,111,0.1
11,Woody,Prunus virginiana,0.3247113992600826,0.11,7.5,Prunus virginiana,111,0.1
11,Woody,Quercus ellipsoidalis,1.6338652947720882,0.11,37.73809524,Quercus ellipsoidalis,111,0.1
11,Woody,Rhus glabra,0.15153198632137188,0.11,3.5,Rhus glabra,111,0.1
11,Woody,Rhus radicans,0.541185665433471,0.11,12.5,Rhus radicans,111,0.1
11,Woody,Rosa arkansana,0.09741341977802478,0.11,2.25,Rosa arkansana,111,0.1
11,Woody,Rubus sp.,0.8334259247675453,0.11,19.25,Rubus sp.,111,0.1
11,Woody,Vaccinium angustifolium,2.013210675412512,0.11,46.5,Vaccinium angustifolium,111,0.1
13,Grass,Agropyron repens,0.0560493858073496,0.09,1,Agropyron repens,113,0.1
13,Grass,Calamagrostis canadensis,0.19617285032572357,0.09,3.5,Calamagrostis canadensis,113,0.1
13,Grass,Panicum oligosanthes,0.0560493858073496,0.09,1,Panicum oligosanthes,113,0.1
13,Grass,Panicum praecocious,0.0560493858073496,0.09,1,Panicum praecocious,113,0.1
13,Grass,Poa pratensis,0.07006173225918698,0.09,1.25,Poa pratensis,113,0.1
13,Legume,Amorpha canescens,0.0560493858073496,0.09,1,Amorpha canescens,113,0.1
13,Legume,Amphicarpa bracteata,0.6369248385160657,0.09,11.36363636,Amphicarpa bracteata,113,0.1
13,Non-legume forb,Apocynum cannabinum,0.5324691651698211,0.09,9.5,Apocynum cannabinum,113,0.1
13,Non-legume forb,Aralia nudicaulis,0.8687654800139187,0.09,15.5,Aralia nudicaulis,113,0.1
13,Non-legume forb,Arenaria lateriflora,0.0560493858073496,0.09,1,Arenaria lateriflora,113,0.1
13,Non-legume forb,Artemisia ludoviciana,0.8687654800139187,0.09,15.5,Artemisia ludoviciana,113,0.1
13,Non-legume forb,Asclepias syriaca,0.5324691651698211,0.09,9.5,Asclepias syriaca,113,0.1
13,Non-legume forb,Fragaria virginiana,0.0910802519369431,0.09,1.625,Fragaria virginiana,113,0.1
13,Non-legume forb,Galium boreale,0.19617285032572357,0.09,3.5,Galium boreale,113,0.1
13,Non-legume forb,Lactuca sp.,0.0560493858073496,0.09,1,Lactuca sp.,113,0.1
13,Non-legume forb,Maianthemum canadense,0.10275720729479113,0.09,1.833333333,Maianthemum canadense,113,0.1
13,Non-legume forb,Oxalis sp.,0.0560493858073496,0.09,1,Oxalis sp.,113,0.1
13,Non-legume forb,Polygonatum biflorum,0.0910802519369431,0.09,1.625,Polygonatum biflorum,113,0.1
13,Non-legume forb,Pyrola sp.,0.19617285032572357,0.09,3.5,Pyrola sp.,113,0.1
13,Non-legume forb,Rumex acetosella,0.0560493858073496,0.09,1,Rumex acetosella,113,0.1
13,Non-legume forb,Smilacina stellata,0.10275720729479113,0.09,1.833333333,Smilacina stellata,113,0.1
13,Non-legume forb,Solidago graminifolia,0.0560493858073496,0.09,1,Solidago graminifolia,113,0.1
13,Non-legume forb,Stachys palustris,0.19617285032572357,0.09,3.5,Stachys palustris,113,0.1
13,Non-legume forb,Trientalis borealis,0.33069137626336265,0.09,5.9,Trientalis borealis,113,0.1
13,Non-legume forb,Viola pedatifida,0.0560493858073496,0.09,1,Viola pedatifida,113,0.1
13,Sedge,Carex pensylvanica,0.7473251439111632,0.09,13.33333333,Carex pensylvanica,113,0.1
13,Sedge,Carex sp.,0.5324691651698211,0.09,9.5,Carex sp.,113,0.1
13,Woody,Betula papyrifera,0.19617285032572357,0.09,3.5,Betula papyrifera,113,0.1
13,Woody,Celastrus scandens,0.4624074329106341,0.09,8.25,Celastrus scandens,113,0.1
13,Woody,Corylus americana,2.8304939832711544,0.09,50.5,Corylus americana,113,0.1
13,Woody,Parthenocissus sp.,0.19617285032572357,0.09,3.5,Parthenocissus sp.,113,0.1
13,Woody,Prunus pensylvanica,0.0560493858073496,0.09,1,Prunus pensylvanica,113,0.1
13,Woody,Prunus serotina,1.7655556529315122,0.09,31.5,Prunus serotina,113,0.1
13,Woody,Prunus virginiana,0.37366257206768044,0.09,6.666666667,Prunus virginiana,113,0.1
13,Woody,Quercus ellipsoidalis,2.1925985924694613,0.09,39.11904762,Quercus ellipsoidalis,113,0.1
13,Woody,Quercus macrocarpa,0.4893542530232559,0.09,8.730769231,Quercus macrocarpa,113,0.1
13,Woody,Rhus radicans,0.19617285032572357,0.09,3.5,Rhus radicans,113,0.1
13,Woody,Rubus sp.,1.1980556216320974,0.09,21.375,Rubus sp.,113,0.1
13,Woody,Vaccinium angustifolium,1.0649383303396422,0.09,19,Vaccinium angustifolium,113,0.1
18,Grass,Calamagrostis canadensis,0.0682949774727652,0,1,Calamagrostis canadensis,301,0
18,Grass,Poa pratensis,0.0682949774727652,0,1,Poa pratensis,301,0
18,Grass,Andropogon gerardii,0.11097933839324342,0,1.625,Andropogon gerardii,301,0
18,Grass,Panicum virgatum,0.23903242115467815,0,3.5,Panicum virgatum,301,0
18,Horsetail,Equisetum sp.,0.0682949774727652,0,1,Equisetum sp.,301,0
18,Legume,Amphicarpa bracteata,0.47237359420939085,0,6.916666667,Amphicarpa bracteata,301,0
18,Non-legume forb,Agastache foeniculum,0.23903242115467815,0,3.5,Agastache foeniculum,301,0
18,Non-legume forb,Arenaria lateriflora,0.10244246620914779,0,1.5,Arenaria lateriflora,301,0
18,Non-legume forb,Asclepias syriaca,0.23903242115467815,0,3.5,Asclepias syriaca,301,0
18,Non-legume forb,Circaea quadrisulcata,0.15366369931372167,0,2.25,Circaea quadrisulcata,301,0
18,Non-legume forb,Comandra umbellata,0.0682949774727652,0,1,Comandra umbellata,301,0
18,Non-legume forb,Erigeron strigosus,0.0682949774727652,0,1,Erigeron strigosus,301,0
18,Non-legume forb,Fragaria virginiana,0.18211993995013884,0,2.666666667,Fragaria virginiana,301,0
18,Non-legume forb,Galium boreale,0.15366369931372167,0,2.25,Galium boreale,301,0
18,Non-legume forb,Lithospermum canescens,0.23903242115467815,0,3.5,Lithospermum canescens,301,0
18,Non-legume forb,Maianthemum canadense,0.0682949774727652,0,1,Maianthemum canadense,301,0
18,Non-legume forb,Phlox pilosa,0.0682949774727652,0,1,Phlox pilosa,301,0
18,Non-legume forb,Polygonatum biflorum,0.0682949774727652,0,1,Polygonatum biflorum,301,0
18,Non-legume forb,Pyrola sp.,0.23903242115467815,0,3.5,Pyrola sp.,301,0
18,Non-legume forb,Smilacina stellata,0.0682949774727652,0,1,Smilacina stellata,301,0
18,Non-legume forb,Solidago missouriensis,0.0682949774727652,0,1,Solidago missouriensis,301,0
18,Non-legume forb,Taraxacum sp.,0.0682949774727652,0,1,Taraxacum sp.,301,0
18,Non-legume forb,Viola pedatifida,0.0682949774727652,0,1,Viola pedatifida,301,0
18,Sedge,Carex pensylvanica,0.6710723873737467,0,9.826086957,Carex pensylvanica,301,0
18,Sedge,Carex sp.,0.0682949774727652,0,1,Carex sp.,301,0
18,Woody,Acer negundo,0.0682949774727652,0,1,Acer negundo,301,0
18,Woody,Acer rubrum,0.0682949774727652,0,1,Acer rubrum,301,0
18,Woody,Amelanchier sp.,0.748399127911402,0,10.95833333,Amelanchier sp.,301,0
18,Woody,Ceanothus americanus,0.23903242115467815,0,3.5,Ceanothus americanus,301,0
18,Woody,Celastrus scandens,0.18211993995013884,0,2.666666667,Celastrus scandens,301,0
18,Woody,Cornus racemosa,0.11097933839324342,0,1.625,Cornus racemosa,301,0
18,Woody,Corylus americana,3.419202893819142,0,50.06521739,Corylus americana,301,0
18,Woody,Ilex verticillata,1.0585721508278605,0,15.5,Ilex verticillata,301,0
18,Woody,Lonicera dioica,0.23903242115467815,0,3.5,Lonicera dioica,301,0
18,Woody,Parthenocissus sp.,0.6115504801280769,0,8.954545455,Parthenocissus sp.,301,0
18,Woody,Prunus serotina,0.902469344883133,0,13.21428571,Prunus serotina,301,0
18,Woody,Prunus virginiana,0.4439173535729737,0,6.5,Prunus virginiana,301,0
18,Woody,Quercus ellipsoidalis,0.23415420850732135,0,3.428571429,Quercus ellipsoidalis,301,0
18,Woody,Quercus macrocarpa,0.4552998498411996,0,6.666666667,Quercus macrocarpa,301,0
18,Woody,Rhus radicans,0.42815697414042136,0,6.269230769,Rhus radicans,301,0
18,Woody,Rosa arkansana,0.19634806023419993,0,2.875,Rosa arkansana,301,0
18,Woody,Rubus sp.,1.0585721508278605,0,15.5,Rubus sp.,301,0
18,Woody,Vaccinium angustifolium,1.5707844818735994,0,23,Vaccinium angustifolium,301,0
18,Woody,Vitis riparia,0.6488022859912692,0,9.5,Vitis riparia,301,0
24,Grass,Agrostis scabra,0.14487916712175303,0.74,2.25,Agrostis scabra,104,0.8
24,Grass,Agrostis scabra,0.14487916712175303,0.74,2.25,Agrostis scabra,104 S,0.8
24,Grass,Elymus canadensis,0.06439074094300136,0.74,1,Elymus canadensis,104,0.8
24,Grass,Elymus canadensis,0.06439074094300136,0.74,1,Elymus canadensis,104 S,0.8
24,Grass,Panicum oligosanthes,0.11038412731246211,0.74,1.714285714,Panicum oligosanthes,104,0.8
24,Grass,Panicum oligosanthes,0.11038412731246211,0.74,1.714285714,Panicum oligosanthes,104 S,0.8
24,Grass,Panicum perlongum,0.23279729415377767,0.74,3.615384615,Panicum perlongum,104,0.8
24,Grass,Panicum perlongum,0.23279729415377767,0.74,3.615384615,Panicum perlongum,104 S,0.8
24,Grass,Panicum praecocious,0.25152633180859907,0.74,3.90625,Panicum praecocious,104,0.8
24,Grass,Panicum praecocious,0.25152633180859907,0.74,3.90625,Panicum praecocious,104 S,0.8
24,Grass,Poa pratensis,0.26158738508094304,0.74,4.0625,Poa pratensis,104,0.8
24,Grass,Poa pratensis,0.26158738508094304,0.74,4.0625,Poa pratensis,104 S,0.8
24,Grass,Stipa spartea,0.06439074094300136,0.74,1,Stipa spartea,104,0.8
24,Grass,Stipa spartea,0.06439074094300136,0.74,1,Stipa spartea,104 S,0.8
24,Grass,Andropogon gerardii,2.446848155834051,0.74,38,Andropogon gerardii,104,0.8
24,Grass,Andropogon gerardii,2.446848155834051,0.74,38,Andropogon gerardii,104 S,0.8
24,Grass,Bouteloua hirsuta,0.4088812049880586,0.74,6.35,Bouteloua hirsuta,104,0.8
24,Grass,Bouteloua hirsuta,0.4088812049880586,0.74,6.35,Bouteloua hirsuta,104 S,0.8
24,Grass,Calamovilfa longifolia,0.1668305560854481,0.74,2.590909091,Calamovilfa longifolia,104,0.8
24,Grass,Calamovilfa longifolia,0.1668305560854481,0.74,2.590909091,Calamovilfa longifolia,104 S,0.8
24,Grass,Digitaria sp.,0.591589932413825,0.74,9.1875,Digitaria sp.,104,0.8
24,Grass,Digitaria sp.,0.591589932413825,0.74,9.1875,Digitaria sp.,104 S,0.8
24,Grass,Eragrostis spectabilis,0.14487916712175303,0.74,2.25,Eragrostis spectabilis,104,0.8
24,Grass,Eragrostis spectabilis,0.14487916712175303,0.74,2.25,Eragrostis spectabilis,104 S,0.8
24,Grass,Panicum virgatum,0.06439074094300136,0.74,1,Panicum virgatum,104,0.8
24,Grass,Panicum virgatum,0.06439074094300136,0.74,1,Panicum virgatum,104 S,0.8
24,Grass,Setaria glauca,0.06439074094300136,0.74,1,Setaria glauca,104,0.8
24,Grass,Setaria glauca,0.06439074094300136,0.74,1,Setaria glauca,104 S,0.8
24,Grass,Sorghastrum nutans,0.6912535426278457,0.74,10.73529412,Sorghastrum nutans,104,0.8
24,Grass,Sorghastrum nutans,0.6912535426278457,0.74,10.73529412,Sorghastrum nutans,104 S,0.8
24,Grass,Sporobolus cryptandrus,0.06439074094300136,0.74,1,Sporobolus cryptandrus,104,0.8
