sample_id,species,functional_group,photosynthetic_pathway,site,batch,replicate_number_root,replicate_number_position,staining_success,hyphopodia,intrhyphae,arbuscule,coil,vesicle,spore,total,fire_frequency,light_uptake_herb,soil_inorganic_nitrogen,percent_cover,relative_percent.cover
54,Amphicarpa bracteata,legume,C3,209,1,6,4,Y,0,1,1,0,0,0,2,0,0.026958333,0.003460077,7.966666667,
55,Amphicarpa bracteata,legume,C3,209,1,6,5,Y,0,0,0,0,0,0,0,0,0.026958333,0.003460077,7.966666667,
56,Amphicarpa bracteata,legume,C3,209,1,6,6,Y,0,1,1,0,0,0,2,0,0.026958333,0.003460077,7.966666667,
57,Amphicarpa bracteata,legume,C3,209,1,6,7,Y,0,1,1,0,0,0,2,0,0.026958333,0.003460077,7.966666667,
58,Amphicarpa bracteata,legume,C3,209,1,6,8,Y,0,0,0,0,0,0,0,0,0.026958333,0.003460077,7.966666667,
59,Amphicarpa bracteata,legume,C3,209,1,6,9,Y,0,1,1,0,1,0,3,0,0.026958333,0.003460077,7.966666667,
60,Amphicarpa bracteata,legume,C3,209,1,6,10,Y,0,1,0,0,0,0,1,0,0.026958333,0.003460077,7.966666667,
61,Amphicarpa bracteata,legume,C3,209,1,7,1,Y,0,0,0,0,0,0,0,0,0.026958333,0.003460077,7.966666667,
62,Amphicarpa bracteata,legume,C3,209,1,7,2,Y,0,0,0,0,0,0,0,0,0.026958333,0.003460077,7.966666667,
63,Amphicarpa bracteata,legume,C3,209,1,7,3,Y,0,1,0,0,0,0,1,0,0.026958333,0.003460077,7.966666667,
64,Amphicarpa bracteata,legume,C3,209,1,7,4,Y,0,0,0,0,0,0,0,0,0.026958333,0.003460077,7.966666667,
65,Amphicarpa bracteata,legume,C3,209,1,7,5,Y,0,1,0,0,0,0,1,0,0.026958333,0.003460077,7.966666667,
66,Amphicarpa bracteata,legume,C3,209,1,7,6,Y,0,0,0,0,0,0,0,0,0.026958333,0.003460077,7.966666667,
67,Amphicarpa bracteata,legume,C3,209,1,7,7,Y,0,0,0,0,0,0,0,0,0.026958333,0.003460077,7.966666667,
68,Amphicarpa bracteata,legume,C3,209,1,7,8,Y,0,1,0,0,0,0,1,0,0.026958333,0.003460077,7.966666667,
69,Amphicarpa bracteata,legume,C3,209,1,7,9,Y,0,1,0,0,0,0,1,0,0.026958333,0.003460077,7.966666667,
70,Amphicarpa bracteata,legume,C3,209,1,7,10,Y,0,0,0,0,0,0,0,0,0.026958333,0.003460077,7.966666667,
71,Amphicarpa bracteata,legume,C3,209,1,8,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.026958333,0.003460077,7.966666667,
72,Amphicarpa bracteata,legume,C3,209,1,8,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.026958333,0.003460077,7.966666667,
73,Amphicarpa bracteata,legume,C3,209,1,8,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.026958333,0.003460077,7.966666667,
74,Amphicarpa bracteata,legume,C3,209,1,8,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.026958333,0.003460077,7.966666667,
75,Amphicarpa bracteata,legume,C3,209,1,8,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.026958333,0.003460077,7.966666667,
76,Amphicarpa bracteata,legume,C3,209,1,8,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.026958333,0.003460077,7.966666667,
77,Amphicarpa bracteata,legume,C3,209,1,8,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.026958333,0.003460077,7.966666667,
78,Amphicarpa bracteata,legume,C3,209,1,8,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.026958333,0.003460077,7.966666667,
79,Amphicarpa bracteata,legume,C3,209,1,8,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.026958333,0.003460077,7.966666667,
80,Amphicarpa bracteata,legume,C3,209,1,8,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.026958333,0.003460077,7.966666667,
81,Amphicarpa bracteata,legume,C3,209,1,9,1,Y,0,0,0,0,0,0,0,0,0.026958333,0.003460077,7.966666667,
82,Amphicarpa bracteata,legume,C3,209,1,9,2,Y,0,1,0,0,0,0,1,0,0.026958333,0.003460077,7.966666667,
83,Amphicarpa bracteata,legume,C3,209,1,9,3,Y,0,1,0,0,1,0,2,0,0.026958333,0.003460077,7.966666667,
84,Amphicarpa bracteata,legume,C3,209,1,9,4,Y,0,0,0,0,0,0,0,0,0.026958333,0.003460077,7.966666667,
85,Amphicarpa bracteata,legume,C3,209,1,9,5,Y,0,0,0,0,0,0,0,0,0.026958333,0.003460077,7.966666667,
86,Amphicarpa bracteata,legume,C3,209,1,9,6,Y,0,1,0,0,0,0,1,0,0.026958333,0.003460077,7.966666667,
87,Amphicarpa bracteata,legume,C3,209,1,9,7,Y,0,1,0,0,0,0,1,0,0.026958333,0.003460077,7.966666667,
88,Amphicarpa bracteata,legume,C3,209,1,9,8,Y,0,0,0,0,0,0,0,0,0.026958333,0.003460077,7.966666667,
89,Amphicarpa bracteata,legume,C3,209,1,9,9,Y,0,1,0,0,1,0,2,0,0.026958333,0.003460077,7.966666667,
90,Amphicarpa bracteata,legume,C3,209,1,9,10,Y,0,0,0,0,0,0,0,0,0.026958333,0.003460077,7.966666667,
91,Amphicarpa bracteata,legume,C3,209,1,10,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.026958333,0.003460077,7.966666667,
92,Amphicarpa bracteata,legume,C3,209,1,10,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.026958333,0.003460077,7.966666667,
93,Amphicarpa bracteata,legume,C3,209,1,10,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.026958333,0.003460077,7.966666667,
94,Amphicarpa bracteata,legume,C3,209,1,10,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.026958333,0.003460077,7.966666667,
95,Amphicarpa bracteata,legume,C3,209,1,10,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.026958333,0.003460077,7.966666667,
96,Amphicarpa bracteata,legume,C3,209,1,10,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.026958333,0.003460077,7.966666667,
97,Amphicarpa bracteata,legume,C3,209,1,10,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.026958333,0.003460077,7.966666667,
98,Amphicarpa bracteata,legume,C3,209,1,10,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.026958333,0.003460077,7.966666667,
99,Amphicarpa bracteata,legume,C3,209,1,10,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.026958333,0.003460077,7.966666667,
100,Amphicarpa bracteata,legume,C3,209,1,10,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.026958333,0.003460077,7.966666667,
3201,Amphicarpa bracteata,legume,C3,301,2,1,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3202,Amphicarpa bracteata,legume,C3,301,2,1,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3203,Amphicarpa bracteata,legume,C3,301,2,1,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3204,Amphicarpa bracteata,legume,C3,301,2,1,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3205,Amphicarpa bracteata,legume,C3,301,2,1,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3206,Amphicarpa bracteata,legume,C3,301,2,1,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3207,Amphicarpa bracteata,legume,C3,301,2,1,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3208,Amphicarpa bracteata,legume,C3,301,2,1,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3209,Amphicarpa bracteata,legume,C3,301,2,1,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3210,Amphicarpa bracteata,legume,C3,301,2,1,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3211,Amphicarpa bracteata,legume,C3,301,2,2,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3212,Amphicarpa bracteata,legume,C3,301,2,2,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3213,Amphicarpa bracteata,legume,C3,301,2,2,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3214,Amphicarpa bracteata,legume,C3,301,2,2,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3215,Amphicarpa bracteata,legume,C3,301,2,2,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3216,Amphicarpa bracteata,legume,C3,301,2,2,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3217,Amphicarpa bracteata,legume,C3,301,2,2,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3218,Amphicarpa bracteata,legume,C3,301,2,2,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3219,Amphicarpa bracteata,legume,C3,301,2,2,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3220,Amphicarpa bracteata,legume,C3,301,2,2,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3221,Amphicarpa bracteata,legume,C3,301,2,3,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3222,Amphicarpa bracteata,legume,C3,301,2,3,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3223,Amphicarpa bracteata,legume,C3,301,2,3,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3224,Amphicarpa bracteata,legume,C3,301,2,3,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3225,Amphicarpa bracteata,legume,C3,301,2,3,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3226,Amphicarpa bracteata,legume,C3,301,2,3,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3227,Amphicarpa bracteata,legume,C3,301,2,3,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3228,Amphicarpa bracteata,legume,C3,301,2,3,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3229,Amphicarpa bracteata,legume,C3,301,2,3,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3230,Amphicarpa bracteata,legume,C3,301,2,3,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3231,Amphicarpa bracteata,legume,C3,301,2,4,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3232,Amphicarpa bracteata,legume,C3,301,2,4,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3233,Amphicarpa bracteata,legume,C3,301,2,4,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3234,Amphicarpa bracteata,legume,C3,301,2,4,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3235,Amphicarpa bracteata,legume,C3,301,2,4,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3236,Amphicarpa bracteata,legume,C3,301,2,4,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3237,Amphicarpa bracteata,legume,C3,301,2,4,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3238,Amphicarpa bracteata,legume,C3,301,2,4,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3239,Amphicarpa bracteata,legume,C3,301,2,4,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3240,Amphicarpa bracteata,legume,C3,301,2,4,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3241,Amphicarpa bracteata,legume,C3,301,2,5,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3242,Amphicarpa bracteata,legume,C3,301,2,5,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3243,Amphicarpa bracteata,legume,C3,301,2,5,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3244,Amphicarpa bracteata,legume,C3,301,2,5,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3245,Amphicarpa bracteata,legume,C3,301,2,5,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3246,Amphicarpa bracteata,legume,C3,301,2,5,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3247,Amphicarpa bracteata,legume,C3,301,2,5,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3248,Amphicarpa bracteata,legume,C3,301,2,5,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3249,Amphicarpa bracteata,legume,C3,301,2,5,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3250,Amphicarpa bracteata,legume,C3,301,2,6,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3251,Amphicarpa bracteata,legume,C3,301,2,6,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3252,Amphicarpa bracteata,legume,C3,301,2,6,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3253,Amphicarpa bracteata,legume,C3,301,2,6,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3254,Amphicarpa bracteata,legume,C3,301,2,6,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3255,Amphicarpa bracteata,legume,C3,301,2,6,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3256,Amphicarpa bracteata,legume,C3,301,2,6,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3257,Amphicarpa bracteata,legume,C3,301,2,6,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3258,Amphicarpa bracteata,legume,C3,301,2,6,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3259,Amphicarpa bracteata,legume,C3,301,2,6,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3260,Amphicarpa bracteata,legume,C3,301,2,6,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3261,Amphicarpa bracteata,legume,C3,301,2,7,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3262,Amphicarpa bracteata,legume,C3,301,2,7,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3263,Amphicarpa bracteata,legume,C3,301,2,7,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3264,Amphicarpa bracteata,legume,C3,301,2,7,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3265,Amphicarpa bracteata,legume,C3,301,2,7,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3266,Amphicarpa bracteata,legume,C3,301,2,7,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3267,Amphicarpa bracteata,legume,C3,301,2,7,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3268,Amphicarpa bracteata,legume,C3,301,2,7,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3269,Amphicarpa bracteata,legume,C3,301,2,7,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3270,Amphicarpa bracteata,legume,C3,301,2,7,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3271,Amphicarpa bracteata,legume,C3,301,2,8,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3272,Amphicarpa bracteata,legume,C3,301,2,8,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3273,Amphicarpa bracteata,legume,C3,301,2,8,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3274,Amphicarpa bracteata,legume,C3,301,2,8,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3275,Amphicarpa bracteata,legume,C3,301,2,8,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3276,Amphicarpa bracteata,legume,C3,301,2,8,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3277,Amphicarpa bracteata,legume,C3,301,2,8,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3278,Amphicarpa bracteata,legume,C3,301,2,8,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3279,Amphicarpa bracteata,legume,C3,301,2,8,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3280,Amphicarpa bracteata,legume,C3,301,2,8,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3281,Amphicarpa bracteata,legume,C3,301,2,9,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3282,Amphicarpa bracteata,legume,C3,301,2,9,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3283,Amphicarpa bracteata,legume,C3,301,2,9,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3284,Amphicarpa bracteata,legume,C3,301,2,9,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3285,Amphicarpa bracteata,legume,C3,301,2,9,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3286,Amphicarpa bracteata,legume,C3,301,2,9,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3287,Amphicarpa bracteata,legume,C3,301,2,9,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3288,Amphicarpa bracteata,legume,C3,301,2,9,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3289,Amphicarpa bracteata,legume,C3,301,2,9,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3290,Amphicarpa bracteata,legume,C3,301,2,9,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3291,Amphicarpa bracteata,legume,C3,301,2,10,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3292,Amphicarpa bracteata,legume,C3,301,2,10,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3293,Amphicarpa bracteata,legume,C3,301,2,10,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3294,Amphicarpa bracteata,legume,C3,301,2,10,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3295,Amphicarpa bracteata,legume,C3,301,2,10,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3296,Amphicarpa bracteata,legume,C3,301,2,10,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3297,Amphicarpa bracteata,legume,C3,301,2,10,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3298,Amphicarpa bracteata,legume,C3,301,2,10,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3299,Amphicarpa bracteata,legume,C3,301,2,10,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
3300,Amphicarpa bracteata,legume,C3,301,2,10,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
901,Amphicarpa bracteata,legume,C3,301,1,1,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
902,Amphicarpa bracteata,legume,C3,301,1,1,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
903,Amphicarpa bracteata,legume,C3,301,1,1,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
904,Amphicarpa bracteata,legume,C3,301,1,1,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
905,Amphicarpa bracteata,legume,C3,301,1,1,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
906,Amphicarpa bracteata,legume,C3,301,1,1,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
907,Amphicarpa bracteata,legume,C3,301,1,1,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
908,Amphicarpa bracteata,legume,C3,301,1,1,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
909,Amphicarpa bracteata,legume,C3,301,1,1,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
910,Amphicarpa bracteata,legume,C3,301,1,1,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
911,Amphicarpa bracteata,legume,C3,301,1,2,1,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
912,Amphicarpa bracteata,legume,C3,301,1,2,2,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
913,Amphicarpa bracteata,legume,C3,301,1,2,3,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
914,Amphicarpa bracteata,legume,C3,301,1,2,4,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
915,Amphicarpa bracteata,legume,C3,301,1,2,5,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
916,Amphicarpa bracteata,legume,C3,301,1,2,6,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
917,Amphicarpa bracteata,legume,C3,301,1,2,7,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
918,Amphicarpa bracteata,legume,C3,301,1,2,8,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
919,Amphicarpa bracteata,legume,C3,301,1,2,9,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
920,Amphicarpa bracteata,legume,C3,301,1,2,10,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
921,Amphicarpa bracteata,legume,C3,301,1,3,1,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
922,Amphicarpa bracteata,legume,C3,301,1,3,2,Y,0,0,1,0,0,0,1,0,0.01545833,0.003482587,12.5909091,
923,Amphicarpa bracteata,legume,C3,301,1,3,3,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
924,Amphicarpa bracteata,legume,C3,301,1,3,4,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
925,Amphicarpa bracteata,legume,C3,301,1,3,5,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
926,Amphicarpa bracteata,legume,C3,301,1,3,6,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
927,Amphicarpa bracteata,legume,C3,301,1,3,7,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
928,Amphicarpa bracteata,legume,C3,301,1,3,8,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
929,Amphicarpa bracteata,legume,C3,301,1,3,9,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
930,Amphicarpa bracteata,legume,C3,301,1,3,10,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
931,Amphicarpa bracteata,legume,C3,301,1,4,1,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
932,Amphicarpa bracteata,legume,C3,301,1,4,2,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
933,Amphicarpa bracteata,legume,C3,301,1,4,3,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
934,Amphicarpa bracteata,legume,C3,301,1,4,4,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
935,Amphicarpa bracteata,legume,C3,301,1,4,5,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
936,Amphicarpa bracteata,legume,C3,301,1,4,6,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
937,Amphicarpa bracteata,legume,C3,301,1,4,7,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
938,Amphicarpa bracteata,legume,C3,301,1,4,8,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
939,Amphicarpa bracteata,legume,C3,301,1,4,9,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
940,Amphicarpa bracteata,legume,C3,301,1,4,10,Y,0,0,0,0,0,0,0,0,0.01545833,0.003482587,12.5909091,
941,Amphicarpa bracteata,legume,C3,301,1,5,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
942,Amphicarpa bracteata,legume,C3,301,1,5,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
943,Amphicarpa bracteata,legume,C3,301,1,5,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0,0.01545833,0.003482587,12.5909091,
