sample_id,species,functional_group,photosynthetic_pathway,site,batch,replicate_number_root,replicate_number_position,staining_success,hyphopodia,intrhyphae,arbuscule,coil,vesicle,spore,total,fire_frequency
3092,Andropogon gerardii,grass,C4,105,2,10,2,N (stripped),NA,NA,NA,NA,NA,NA,0,0.5
3093,Andropogon gerardii,grass,C4,105,2,10,3,N (stripped),NA,NA,NA,NA,NA,NA,0,0.5
3094,Andropogon gerardii,grass,C4,105,2,10,4,N (stripped),NA,NA,NA,NA,NA,NA,0,0.5
3095,Andropogon gerardii,grass,C4,105,2,10,5,N (stripped),NA,NA,NA,NA,NA,NA,0,0.5
3096,Andropogon gerardii,grass,C4,105,2,10,6,N (stripped),NA,NA,NA,NA,NA,NA,0,0.5
3097,Andropogon gerardii,grass,C4,105,2,10,7,N (stripped),NA,NA,NA,NA,NA,NA,0,0.5
3098,Andropogon gerardii,grass,C4,105,2,10,8,N (stripped),NA,NA,NA,NA,NA,NA,0,0.5
3099,Andropogon gerardii,grass,C4,105,2,10,9,N (stripped),NA,NA,NA,NA,NA,NA,0,0.5
3100,Andropogon gerardii,grass,C4,105,2,10,10,N (stripped),NA,NA,NA,NA,NA,NA,0,0.5
701,Andropogon gerardii,grass,C4,106,1,1,1,Y,0,0,0,0,0,0,0,0.667
702,Andropogon gerardii,grass,C4,106,1,1,2,Y,0,0,0,0,0,0,0,0.667
703,Andropogon gerardii,grass,C4,106,1,1,3,Y,0,0,0,0,0,0,0,0.667
704,Andropogon gerardii,grass,C4,106,1,1,4,Y,0,0,0,0,0,0,0,0.667
705,Andropogon gerardii,grass,C4,106,1,1,5,Y,0,0,0,0,0,0,0,0.667
706,Andropogon gerardii,grass,C4,106,1,1,6,Y,0,0,0,0,0,0,0,0.667
707,Andropogon gerardii,grass,C4,106,1,1,7,Y,0,0,0,0,0,0,0,0.667
708,Andropogon gerardii,grass,C4,106,1,1,8,Y,0,0,0,0,0,0,0,0.667
709,Andropogon gerardii,grass,C4,106,1,1,9,Y,0,0,0,0,0,0,0,0.667
710,Andropogon gerardii,grass,C4,106,1,1,10,Y,0,0,0,0,0,0,0,0.667
711,Andropogon gerardii,grass,C4,106,1,2,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
712,Andropogon gerardii,grass,C4,106,1,2,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
713,Andropogon gerardii,grass,C4,106,1,2,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
714,Andropogon gerardii,grass,C4,106,1,2,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
715,Andropogon gerardii,grass,C4,106,1,2,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
716,Andropogon gerardii,grass,C4,106,1,2,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
717,Andropogon gerardii,grass,C4,106,1,2,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
718,Andropogon gerardii,grass,C4,106,1,2,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
719,Andropogon gerardii,grass,C4,106,1,2,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
720,Andropogon gerardii,grass,C4,106,1,2,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
721,Andropogon gerardii,grass,C4,106,1,3,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
722,Andropogon gerardii,grass,C4,106,1,3,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
723,Andropogon gerardii,grass,C4,106,1,3,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
724,Andropogon gerardii,grass,C4,106,1,3,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
725,Andropogon gerardii,grass,C4,106,1,3,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
726,Andropogon gerardii,grass,C4,106,1,3,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
727,Andropogon gerardii,grass,C4,106,1,3,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
728,Andropogon gerardii,grass,C4,106,1,3,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
729,Andropogon gerardii,grass,C4,106,1,3,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
730,Andropogon gerardii,grass,C4,106,1,3,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
731,Andropogon gerardii,grass,C4,106,1,4,1,Y,0,0,0,0,0,0,0,0.667
732,Andropogon gerardii,grass,C4,106,1,4,2,Y,0,0,1,0,0,0,1,0.667
733,Andropogon gerardii,grass,C4,106,1,4,3,Y,0,0,1,0,0,0,1,0.667
734,Andropogon gerardii,grass,C4,106,1,4,4,Y,0,0,1,0,0,0,1,0.667
735,Andropogon gerardii,grass,C4,106,1,4,5,Y,0,0,1,0,0,0,1,0.667
736,Andropogon gerardii,grass,C4,106,1,4,6,Y,0,0,1,0,0,0,1,0.667
737,Andropogon gerardii,grass,C4,106,1,4,7,Y,0,0,0,0,0,0,0,0.667
738,Andropogon gerardii,grass,C4,106,1,4,8,Y,0,0,0,0,0,0,0,0.667
739,Andropogon gerardii,grass,C4,106,1,4,9,Y,0,0,1,0,0,0,1,0.667
740,Andropogon gerardii,grass,C4,106,1,4,10,Y,0,0,1,0,0,0,1,0.667
741,Andropogon gerardii,grass,C4,106,1,5,1,Y,0,0,0,0,0,0,0,0.667
742,Andropogon gerardii,grass,C4,106,1,5,2,Y,0,0,0,1,0,0,1,0.667
743,Andropogon gerardii,grass,C4,106,1,5,3,Y,0,0,1,0,0,0,1,0.667
744,Andropogon gerardii,grass,C4,106,1,5,4,Y,0,0,0,0,0,0,0,0.667
745,Andropogon gerardii,grass,C4,106,1,5,5,Y,0,0,1,0,0,0,1,0.667
746,Andropogon gerardii,grass,C4,106,1,5,6,Y,0,0,1,0,0,0,1,0.667
747,Andropogon gerardii,grass,C4,106,1,5,7,Y,0,0,1,0,0,0,1,0.667
748,Andropogon gerardii,grass,C4,106,1,5,8,Y,0,0,1,0,0,0,1,0.667
749,Andropogon gerardii,grass,C4,106,1,5,9,Y,0,0,0,0,0,0,0,0.667
750,Andropogon gerardii,grass,C4,106,1,5,10,Y,0,0,1,0,0,0,1,0.667
751,Andropogon gerardii,grass,C4,106,1,6,1,Y,0,0,0,0,0,0,0,0.667
752,Andropogon gerardii,grass,C4,106,1,6,2,Y,0,0,0,0,0,0,0,0.667
753,Andropogon gerardii,grass,C4,106,1,6,3,Y,0,0,0,0,0,0,0,0.667
754,Andropogon gerardii,grass,C4,106,1,6,4,Y,0,0,0,0,0,0,0,0.667
755,Andropogon gerardii,grass,C4,106,1,6,5,Y,0,0,0,0,0,0,0,0.667
756,Andropogon gerardii,grass,C4,106,1,6,6,Y,0,0,0,0,0,0,0,0.667
757,Andropogon gerardii,grass,C4,106,1,6,7,Y,0,0,0,0,0,0,0,0.667
758,Andropogon gerardii,grass,C4,106,1,6,8,Y,0,0,0,0,0,0,0,0.667
759,Andropogon gerardii,grass,C4,106,1,6,9,Y,0,0,0,0,0,0,0,0.667
760,Andropogon gerardii,grass,C4,106,1,6,10,Y,0,0,0,0,0,0,0,0.667
761,Andropogon gerardii,grass,C4,106,1,7,1,Y,0,0,0,0,0,0,0,0.667
762,Andropogon gerardii,grass,C4,106,1,7,2,Y,0,0,1,0,0,0,1,0.667
763,Andropogon gerardii,grass,C4,106,1,7,3,Y,0,0,0,0,0,0,0,0.667
764,Andropogon gerardii,grass,C4,106,1,7,4,Y,0,0,0,0,0,0,0,0.667
765,Andropogon gerardii,grass,C4,106,1,7,5,Y,0,0,0,0,0,0,0,0.667
766,Andropogon gerardii,grass,C4,106,1,7,6,Y,0,0,1,0,0,0,1,0.667
767,Andropogon gerardii,grass,C4,106,1,7,7,Y,0,0,1,0,0,0,1,0.667
768,Andropogon gerardii,grass,C4,106,1,7,8,Y,0,0,1,0,0,0,1,0.667
769,Andropogon gerardii,grass,C4,106,1,7,9,Y,0,0,1,0,0,0,1,0.667
770,Andropogon gerardii,grass,C4,106,1,7,10,Y,0,0,0,0,0,0,0,0.667
771,Andropogon gerardii,grass,C4,106,1,8,1,Y,0,0,1,0,0,0,1,0.667
772,Andropogon gerardii,grass,C4,106,1,8,2,Y,0,0,1,0,0,0,1,0.667
773,Andropogon gerardii,grass,C4,106,1,8,3,Y,0,0,1,0,0,0,1,0.667
774,Andropogon gerardii,grass,C4,106,1,8,4,Y,0,0,1,0,0,0,1,0.667
775,Andropogon gerardii,grass,C4,106,1,8,5,Y,0,0,0,0,0,0,0,0.667
776,Andropogon gerardii,grass,C4,106,1,8,6,Y,0,0,0,0,0,0,0,0.667
777,Andropogon gerardii,grass,C4,106,1,8,7,Y,0,0,1,0,0,0,1,0.667
778,Andropogon gerardii,grass,C4,106,1,8,8,Y,0,0,1,0,0,0,1,0.667
779,Andropogon gerardii,grass,C4,106,1,8,9,Y,0,0,1,0,0,0,1,0.667
780,Andropogon gerardii,grass,C4,106,1,8,10,Y,0,0,0,0,0,0,0,0.667
781,Andropogon gerardii,grass,C4,106,1,9,1,Y,0,1,0,0,0,0,1,0.667
782,Andropogon gerardii,grass,C4,106,1,9,2,Y,0,1,1,0,0,0,2,0.667
783,Andropogon gerardii,grass,C4,106,1,9,3,Y,0,0,0,0,0,0,0,0.667
784,Andropogon gerardii,grass,C4,106,1,9,4,Y,0,0,0,0,0,0,0,0.667
785,Andropogon gerardii,grass,C4,106,1,9,5,Y,0,0,0,0,0,0,0,0.667
786,Andropogon gerardii,grass,C4,106,1,9,6,Y,0,0,0,0,0,0,0,0.667
787,Andropogon gerardii,grass,C4,106,1,9,7,Y,1,1,1,0,0,0,3,0.667
788,Andropogon gerardii,grass,C4,106,1,9,8,Y,0,0,0,0,1,0,1,0.667
789,Andropogon gerardii,grass,C4,106,1,9,9,Y,0,0,0,0,0,0,0,0.667
790,Andropogon gerardii,grass,C4,106,1,9,10,Y,0,0,0,0,0,0,0,0.667
791,Andropogon gerardii,grass,C4,106,1,10,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
792,Andropogon gerardii,grass,C4,106,1,10,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
793,Andropogon gerardii,grass,C4,106,1,10,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
794,Andropogon gerardii,grass,C4,106,1,10,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
795,Andropogon gerardii,grass,C4,106,1,10,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
796,Andropogon gerardii,grass,C4,106,1,10,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
797,Andropogon gerardii,grass,C4,106,1,10,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
798,Andropogon gerardii,grass,C4,106,1,10,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
799,Andropogon gerardii,grass,C4,106,1,10,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
800,Andropogon gerardii,grass,C4,106,1,10,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1001,Urtica dioica,non-legume forb,C3,106,1,1,1,Y,0,0,0,0,0,0,0,0.667
1002,Urtica dioica,non-legume forb,C3,106,1,1,2,Y,0,0,0,0,0,0,0,0.667
1003,Urtica dioica,non-legume forb,C3,106,1,1,3,Y,0,0,0,0,0,0,0,0.667
1004,Urtica dioica,non-legume forb,C3,106,1,1,4,Y,0,0,0,0,0,0,0,0.667
1005,Urtica dioica,non-legume forb,C3,106,1,1,5,Y,0,0,0,0,0,0,0,0.667
1006,Urtica dioica,non-legume forb,C3,106,1,1,6,Y,0,0,0,0,0,0,0,0.667
1007,Urtica dioica,non-legume forb,C3,106,1,1,7,Y,0,0,0,0,0,0,0,0.667
1008,Urtica dioica,non-legume forb,C3,106,1,1,8,Y,0,0,0,0,0,0,0,0.667
1009,Urtica dioica,non-legume forb,C3,106,1,1,9,Y,0,0,0,0,0,0,0,0.667
1010,Urtica dioica,non-legume forb,C3,106,1,1,10,Y,0,0,0,0,0,0,0,0.667
1011,Urtica dioica,non-legume forb,C3,106,1,2,1,Y,0,0,0,0,0,0,0,0.667
1012,Urtica dioica,non-legume forb,C3,106,1,2,2,Y,0,0,0,0,0,0,0,0.667
1013,Urtica dioica,non-legume forb,C3,106,1,2,3,Y,0,0,0,0,0,0,0,0.667
1014,Urtica dioica,non-legume forb,C3,106,1,2,4,Y,0,0,0,0,0,0,0,0.667
1015,Urtica dioica,non-legume forb,C3,106,1,2,5,Y,0,0,0,0,0,0,0,0.667
1016,Urtica dioica,non-legume forb,C3,106,1,2,6,Y,0,0,0,0,0,0,0,0.667
1017,Urtica dioica,non-legume forb,C3,106,1,2,7,Y,0,0,0,0,0,0,0,0.667
1018,Urtica dioica,non-legume forb,C3,106,1,2,8,Y,0,0,0,0,0,0,0,0.667
1019,Urtica dioica,non-legume forb,C3,106,1,2,9,Y,0,0,0,0,0,0,0,0.667
1020,Urtica dioica,non-legume forb,C3,106,1,2,10,Y,0,0,0,0,0,0,0,0.667
1021,Urtica dioica,non-legume forb,C3,106,1,3,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1022,Urtica dioica,non-legume forb,C3,106,1,3,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1023,Urtica dioica,non-legume forb,C3,106,1,3,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1024,Urtica dioica,non-legume forb,C3,106,1,3,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1025,Urtica dioica,non-legume forb,C3,106,1,3,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1026,Urtica dioica,non-legume forb,C3,106,1,3,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1027,Urtica dioica,non-legume forb,C3,106,1,3,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1028,Urtica dioica,non-legume forb,C3,106,1,3,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1029,Urtica dioica,non-legume forb,C3,106,1,3,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1030,Urtica dioica,non-legume forb,C3,106,1,3,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1031,Urtica dioica,non-legume forb,C3,106,1,4,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1032,Urtica dioica,non-legume forb,C3,106,1,4,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1033,Urtica dioica,non-legume forb,C3,106,1,4,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1034,Urtica dioica,non-legume forb,C3,106,1,4,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1035,Urtica dioica,non-legume forb,C3,106,1,4,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1036,Urtica dioica,non-legume forb,C3,106,1,4,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1037,Urtica dioica,non-legume forb,C3,106,1,4,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1038,Urtica dioica,non-legume forb,C3,106,1,4,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1039,Urtica dioica,non-legume forb,C3,106,1,4,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1040,Urtica dioica,non-legume forb,C3,106,1,4,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1041,Urtica dioica,non-legume forb,C3,106,1,5,1,Y,0,0,0,0,0,0,0,0.667
1042,Urtica dioica,non-legume forb,C3,106,1,5,2,Y,0,0,0,0,0,0,0,0.667
1043,Urtica dioica,non-legume forb,C3,106,1,5,3,Y,0,0,0,0,0,0,0,0.667
1044,Urtica dioica,non-legume forb,C3,106,1,5,4,Y,0,0,0,0,0,0,0,0.667
1045,Urtica dioica,non-legume forb,C3,106,1,5,5,Y,0,0,0,0,0,0,0,0.667
1046,Urtica dioica,non-legume forb,C3,106,1,5,6,Y,0,0,0,0,0,0,0,0.667
1047,Urtica dioica,non-legume forb,C3,106,1,5,7,Y,0,0,0,0,0,0,0,0.667
1048,Urtica dioica,non-legume forb,C3,106,1,5,8,Y,0,0,0,0,0,0,0,0.667
1049,Urtica dioica,non-legume forb,C3,106,1,5,9,Y,0,0,0,0,0,0,0,0.667
1050,Urtica dioica,non-legume forb,C3,106,1,5,10,N (overstained),0,0,0,0,0,0,0,0.667
1051,Urtica dioica,non-legume forb,C3,106,1,6,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1052,Urtica dioica,non-legume forb,C3,106,1,6,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1053,Urtica dioica,non-legume forb,C3,106,1,6,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1054,Urtica dioica,non-legume forb,C3,106,1,6,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1055,Urtica dioica,non-legume forb,C3,106,1,6,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1056,Urtica dioica,non-legume forb,C3,106,1,6,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1057,Urtica dioica,non-legume forb,C3,106,1,6,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1058,Urtica dioica,non-legume forb,C3,106,1,6,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1059,Urtica dioica,non-legume forb,C3,106,1,6,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1060,Urtica dioica,non-legume forb,C3,106,1,6,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1061,Urtica dioica,non-legume forb,C3,106,1,7,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1062,Urtica dioica,non-legume forb,C3,106,1,7,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1063,Urtica dioica,non-legume forb,C3,106,1,7,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1064,Urtica dioica,non-legume forb,C3,106,1,7,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1065,Urtica dioica,non-legume forb,C3,106,1,7,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1066,Urtica dioica,non-legume forb,C3,106,1,7,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1067,Urtica dioica,non-legume forb,C3,106,1,7,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1068,Urtica dioica,non-legume forb,C3,106,1,7,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1069,Urtica dioica,non-legume forb,C3,106,1,7,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1070,Urtica dioica,non-legume forb,C3,106,1,7,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1071,Urtica dioica,non-legume forb,C3,106,1,8,1,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1072,Urtica dioica,non-legume forb,C3,106,1,8,2,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1073,Urtica dioica,non-legume forb,C3,106,1,8,3,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1074,Urtica dioica,non-legume forb,C3,106,1,8,4,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1075,Urtica dioica,non-legume forb,C3,106,1,8,5,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1076,Urtica dioica,non-legume forb,C3,106,1,8,6,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1077,Urtica dioica,non-legume forb,C3,106,1,8,7,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1078,Urtica dioica,non-legume forb,C3,106,1,8,8,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1079,Urtica dioica,non-legume forb,C3,106,1,8,9,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1080,Urtica dioica,non-legume forb,C3,106,1,8,10,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1081,Urtica dioica,non-legume forb,C3,106,1,9,1,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1082,Urtica dioica,non-legume forb,C3,106,1,9,2,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1083,Urtica dioica,non-legume forb,C3,106,1,9,3,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1084,Urtica dioica,non-legume forb,C3,106,1,9,4,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1085,Urtica dioica,non-legume forb,C3,106,1,9,5,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1086,Urtica dioica,non-legume forb,C3,106,1,9,6,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1087,Urtica dioica,non-legume forb,C3,106,1,9,7,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1088,Urtica dioica,non-legume forb,C3,106,1,9,8,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1089,Urtica dioica,non-legume forb,C3,106,1,9,9,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1090,Urtica dioica,non-legume forb,C3,106,1,9,10,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1091,Urtica dioica,non-legume forb,C3,106,1,10,1,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1092,Urtica dioica,non-legume forb,C3,106,1,10,2,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1093,Urtica dioica,non-legume forb,C3,106,1,10,3,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1094,Urtica dioica,non-legume forb,C3,106,1,10,4,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1095,Urtica dioica,non-legume forb,C3,106,1,10,5,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1096,Urtica dioica,non-legume forb,C3,106,1,10,6,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1097,Urtica dioica,non-legume forb,C3,106,1,10,7,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1098,Urtica dioica,non-legume forb,C3,106,1,10,8,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1099,Urtica dioica,non-legume forb,C3,106,1,10,9,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1100,Urtica dioica,non-legume forb,C3,106,1,10,10,N (straggly),NA,NA,NA,NA,NA,NA,0,0.667
1301,Amphicarpa bracteata,legume,C3,106,3,1,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1302,Amphicarpa bracteata,legume,C3,106,3,1,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1303,Amphicarpa bracteata,legume,C3,106,3,1,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1304,Amphicarpa bracteata,legume,C3,106,3,1,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1305,Amphicarpa bracteata,legume,C3,106,3,1,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1306,Amphicarpa bracteata,legume,C3,106,3,1,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1307,Amphicarpa bracteata,legume,C3,106,3,1,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1308,Amphicarpa bracteata,legume,C3,106,3,1,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1309,Amphicarpa bracteata,legume,C3,106,3,1,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1310,Amphicarpa bracteata,legume,C3,106,3,1,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1311,Amphicarpa bracteata,legume,C3,106,3,2,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1312,Amphicarpa bracteata,legume,C3,106,3,2,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1313,Amphicarpa bracteata,legume,C3,106,3,2,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1314,Amphicarpa bracteata,legume,C3,106,3,2,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1315,Amphicarpa bracteata,legume,C3,106,3,2,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1316,Amphicarpa bracteata,legume,C3,106,3,2,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1317,Amphicarpa bracteata,legume,C3,106,3,2,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1318,Amphicarpa bracteata,legume,C3,106,3,2,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1319,Amphicarpa bracteata,legume,C3,106,3,2,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1320,Amphicarpa bracteata,legume,C3,106,3,2,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1321,Amphicarpa bracteata,legume,C3,106,3,3,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1322,Amphicarpa bracteata,legume,C3,106,3,3,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1323,Amphicarpa bracteata,legume,C3,106,3,3,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1324,Amphicarpa bracteata,legume,C3,106,3,3,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1325,Amphicarpa bracteata,legume,C3,106,3,3,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1326,Amphicarpa bracteata,legume,C3,106,3,3,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1327,Amphicarpa bracteata,legume,C3,106,3,3,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1328,Amphicarpa bracteata,legume,C3,106,3,3,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1329,Amphicarpa bracteata,legume,C3,106,3,3,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1330,Amphicarpa bracteata,legume,C3,106,3,3,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1331,Amphicarpa bracteata,legume,C3,106,3,4,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1332,Amphicarpa bracteata,legume,C3,106,3,4,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1333,Amphicarpa bracteata,legume,C3,106,3,4,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1334,Amphicarpa bracteata,legume,C3,106,3,4,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1335,Amphicarpa bracteata,legume,C3,106,3,4,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1336,Amphicarpa bracteata,legume,C3,106,3,4,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1337,Amphicarpa bracteata,legume,C3,106,3,4,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1338,Amphicarpa bracteata,legume,C3,106,3,4,8,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1339,Amphicarpa bracteata,legume,C3,106,3,4,9,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1340,Amphicarpa bracteata,legume,C3,106,3,4,10,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1341,Amphicarpa bracteata,legume,C3,106,3,5,1,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1342,Amphicarpa bracteata,legume,C3,106,3,5,2,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1343,Amphicarpa bracteata,legume,C3,106,3,5,3,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1344,Amphicarpa bracteata,legume,C3,106,3,5,4,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1345,Amphicarpa bracteata,legume,C3,106,3,5,5,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1346,Amphicarpa bracteata,legume,C3,106,3,5,6,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
1347,Amphicarpa bracteata,legume,C3,106,3,5,7,N (overstained),NA,NA,NA,NA,NA,NA,0,0.667
